id,city_code,name,province_id:id,active
cfg_province_city_013311000,013311000, NAGUILIAN ,cfg_region_province_013300000,TRUE
cfg_province_city_013312000,013312000,PUGO ,cfg_region_province_013300000,TRUE
cfg_province_city_013313000,013313000, ROSARIO ,cfg_region_province_013300000,TRUE
cfg_province_city_013314000,013314000,CITY OF SAN FERNANDO (Capital) ,cfg_region_province_013300000,TRUE
cfg_province_city_013315000,013315000,SAN GABRIEL ,cfg_region_province_013300000,TRUE
cfg_province_city_013316000,013316000,SAN JUAN ,cfg_region_province_013300000,TRUE
cfg_province_city_013317000,013317000,SANTO TOMAS ,cfg_region_province_013300000,TRUE
cfg_province_city_013318000,013318000, SANTOL ,cfg_region_province_013300000,TRUE
cfg_province_city_013319000,013319000,SUDIPEN ,cfg_region_province_013300000,TRUE
cfg_province_city_013320000,013320000,TUBAO ,cfg_region_province_013300000,TRUE
cfg_province_city_015501000,015501000,AGNO ,cfg_region_province_015500000,TRUE
cfg_province_city_015502000,015502000,AGUILAR ,cfg_region_province_015500000,TRUE
cfg_province_city_015503000,015503000,CITY OF ALAMINOS ,cfg_region_province_015500000,TRUE
cfg_province_city_015504000,015504000,ALCALA ,cfg_region_province_015500000,TRUE
cfg_province_city_015505000,015505000,ANDA ,cfg_region_province_015500000,TRUE
cfg_province_city_015506000,015506000,ASINGAN ,cfg_region_province_015500000,TRUE
cfg_province_city_015507000,015507000,BALUNGAO ,cfg_region_province_015500000,TRUE
cfg_province_city_015508000,015508000,BANI ,cfg_region_province_015500000,TRUE
cfg_province_city_015509000,015509000,BASISTA ,cfg_region_province_015500000,TRUE
cfg_province_city_015510000,015510000,BAUTISTA ,cfg_region_province_015500000,TRUE
cfg_province_city_015511000,015511000,BAYAMBANG ,cfg_region_province_015500000,TRUE
cfg_province_city_015512000,015512000,BINALONAN ,cfg_region_province_015500000,TRUE
cfg_province_city_015513000,015513000,BINMALEY ,cfg_region_province_015500000,TRUE
cfg_province_city_015514000,015514000,BOLINAO ,cfg_region_province_015500000,TRUE
cfg_province_city_015515000,015515000,BUGALLON ,cfg_region_province_015500000,TRUE
cfg_province_city_015516000,015516000,BURGOS ,cfg_region_province_015500000,TRUE
cfg_province_city_015517000,015517000,CALASIAO ,cfg_region_province_015500000,TRUE
cfg_province_city_015518000,015518000,DAGUPAN CITY ,cfg_region_province_015500000,TRUE
cfg_province_city_015519000,015519000,DASOL ,cfg_region_province_015500000,TRUE
cfg_province_city_015520000,015520000,INFANTA ,cfg_region_province_015500000,TRUE
cfg_province_city_015521000,015521000,LABRADOR ,cfg_region_province_015500000,TRUE
cfg_province_city_015522000,015522000,LINGAYEN (Capital) ,cfg_region_province_015500000,TRUE
cfg_province_city_015523000,015523000,MABINI ,cfg_region_province_015500000,TRUE
cfg_province_city_015524000,015524000,MALASIQUI ,cfg_region_province_015500000,TRUE
cfg_province_city_015525000,015525000,MANAOAG ,cfg_region_province_015500000,TRUE
cfg_province_city_015526000,015526000,MANGALDAN ,cfg_region_province_015500000,TRUE
cfg_province_city_015527000,015527000,MANGATAREM ,cfg_region_province_015500000,TRUE
cfg_province_city_015528000,015528000,MAPANDAN ,cfg_region_province_015500000,TRUE
cfg_province_city_015529000,015529000,NATIVIDAD ,cfg_region_province_015500000,TRUE
cfg_province_city_015530000,015530000,POZORRUBIO ,cfg_region_province_015500000,TRUE
cfg_province_city_015531000,015531000,ROSALES ,cfg_region_province_015500000,TRUE
cfg_province_city_015532000,015532000,SAN CARLOS CITY ,cfg_region_province_015500000,TRUE
cfg_province_city_015533000,015533000,SAN FABIAN ,cfg_region_province_015500000,TRUE
cfg_province_city_015534000,015534000,SAN JACINTO ,cfg_region_province_015500000,TRUE
cfg_province_city_015535000,015535000,SAN MANUEL ,cfg_region_province_015500000,TRUE
cfg_province_city_015536000,015536000,SAN NICOLAS ,cfg_region_province_015500000,TRUE
cfg_province_city_015537000,015537000,SAN QUINTIN ,cfg_region_province_015500000,TRUE
cfg_province_city_015538000,015538000,SANTA BARBARA ,cfg_region_province_015500000,TRUE
cfg_province_city_015539000,015539000,SANTA MARIA ,cfg_region_province_015500000,TRUE
cfg_province_city_015540000,015540000,SANTO TOMAS ,cfg_region_province_015500000,TRUE
cfg_province_city_015541000,015541000,SISON ,cfg_region_province_015500000,TRUE
cfg_province_city_015542000,015542000,SUAL ,cfg_region_province_015500000,TRUE
cfg_province_city_015543000,015543000,TAYUG ,cfg_region_province_015500000,TRUE
cfg_province_city_015544000,015544000,UMINGAN ,cfg_region_province_015500000,TRUE
cfg_province_city_015545000,015545000,URBIZTONDO ,cfg_region_province_015500000,TRUE
cfg_province_city_015546000,015546000,CITY OF URDANETA ,cfg_region_province_015500000,TRUE
cfg_province_city_015547000,015547000,VILLASIS,cfg_region_province_015500000,TRUE
cfg_province_city_015548000,015548000,LAOAC ,cfg_region_province_015500000,TRUE
cfg_province_city_020901000,020901000,  BASCO (Capital) ,cfg_region_province_020900000,TRUE
cfg_province_city_020902000,020902000,ITBAYAT ,cfg_region_province_020900000,TRUE
cfg_province_city_020903000,020903000,IVANA ,cfg_region_province_020900000,TRUE
cfg_province_city_020904000,020904000,MAHATAO ,cfg_region_province_020900000,TRUE
cfg_province_city_020905000,020905000,SABTANG ,cfg_region_province_020900000,TRUE
cfg_province_city_020906000,020906000,UYUGAN ,cfg_region_province_020900000,TRUE
cfg_province_city_021501000,021501000,ABULUG ,cfg_region_province_021500000,TRUE
cfg_province_city_021502000,021502000,ALCALA ,cfg_region_province_021500000,TRUE
cfg_province_city_021503000,021503000,ALLACAPAN ,cfg_region_province_021500000,TRUE
cfg_province_city_021504000,021504000,AMULUNG ,cfg_region_province_021500000,TRUE
cfg_province_city_021505000,021505000,APARRI ,cfg_region_province_021500000,TRUE
cfg_province_city_021506000,021506000,BAGGAO ,cfg_region_province_021500000,TRUE
cfg_province_city_021507000,021507000,BALLESTEROS ,cfg_region_province_021500000,TRUE
cfg_province_city_021508000,021508000,BUGUEY ,cfg_region_province_021500000,TRUE
cfg_province_city_021509000,021509000,CALAYAN ,cfg_region_province_021500000,TRUE
cfg_province_city_021510000,021510000,CAMALANIUGAN ,cfg_region_province_021500000,TRUE
cfg_province_city_021511000,021511000,CLAVERIA ,cfg_region_province_021500000,TRUE
cfg_province_city_021512000,021512000,ENRILE ,cfg_region_province_021500000,TRUE
cfg_province_city_021513000,021513000,GATTARAN ,cfg_region_province_021500000,TRUE
cfg_province_city_021514000,021514000,GONZAGA ,cfg_region_province_021500000,TRUE
cfg_province_city_021515000,021515000,IGUIG ,cfg_region_province_021500000,TRUE
cfg_province_city_021516000,021516000,LAL-LO ,cfg_region_province_021500000,TRUE
cfg_province_city_021517000,021517000,LASAM ,cfg_region_province_021500000,TRUE
cfg_province_city_021518000,021518000,PAMPLONA ,cfg_region_province_021500000,TRUE
cfg_province_city_021519000,021519000,Penablanca ,cfg_region_province_021500000,TRUE
cfg_province_city_021520000,021520000,PIAT ,cfg_region_province_021500000,TRUE
cfg_province_city_021521000,021521000,RIZAL ,cfg_region_province_021500000,TRUE
cfg_province_city_021522000,021522000,SANCHEZ-MIRA ,cfg_region_province_021500000,TRUE
cfg_province_city_021523000,021523000,SANTA ANA ,cfg_region_province_021500000,TRUE
cfg_province_city_021524000,021524000,SANTA PRAXEDES,cfg_region_province_021500000,TRUE
cfg_province_city_021525000,021525000,SANTA TERESITA,cfg_region_province_021500000,TRUE
cfg_province_city_021526000,021526000,Santo Nino,cfg_region_province_021500000,TRUE
cfg_province_city_021527000,021527000,SOLANA ,cfg_region_province_021500000,TRUE
cfg_province_city_021528000,021528000,TUAO ,cfg_region_province_021500000,TRUE
cfg_province_city_021529000,021529000,TUGUEGARAO CITY (Capital) ,cfg_region_province_021500000,TRUE
cfg_province_city_023101000,023101000,ALICIA ,cfg_region_province_023100000,TRUE
cfg_province_city_023102000,023102000,ANGADANAN ,cfg_region_province_023100000,TRUE
cfg_province_city_023103000,023103000,AURORA ,cfg_region_province_023100000,TRUE
cfg_province_city_023104000,023104000,BENITO SOLIVEN ,cfg_region_province_023100000,TRUE
cfg_province_city_023105000,023105000,BURGOS ,cfg_region_province_023100000,TRUE
cfg_province_city_023106000,023106000,6.  CABAGAN ,cfg_region_province_023100000,TRUE
cfg_province_city_023107000,023107000,CABATUAN ,cfg_region_province_023100000,TRUE
cfg_province_city_023108000,023108000,CITY OF CAUAYAN ,cfg_region_province_023100000,TRUE
cfg_province_city_023109000,023109000,CORDON ,cfg_region_province_023100000,TRUE
cfg_province_city_023110000,023110000,DINAPIGUE ,cfg_region_province_023100000,TRUE
cfg_province_city_023111000,023111000,DIVILACAN ,cfg_region_province_023100000,TRUE
cfg_province_city_023112000,023112000,ECHAGUE ,cfg_region_province_023100000,TRUE
cfg_province_city_023113000,023113000,GAMU ,cfg_region_province_023100000,TRUE
cfg_province_city_023114000,023114000,ILAGAN CITY (Capital) ,cfg_region_province_023100000,TRUE
cfg_province_city_023115000,023115000,JONES ,cfg_region_province_023100000,TRUE
cfg_province_city_023116000,023116000,LUNA ,cfg_region_province_023100000,TRUE
cfg_province_city_023117000,023117000,MACONACON ,cfg_region_province_023100000,TRUE
cfg_province_city_023118000,023118000,DELFIN ALBANO (MAGSAYSAY) ,cfg_region_province_023100000,TRUE
cfg_province_city_023119000,023119000,MALLIG ,cfg_region_province_023100000,TRUE
cfg_province_city_023120000,023120000,NAGUILIAN ,cfg_region_province_023100000,TRUE
cfg_province_city_023121000,023121000,PALANAN ,cfg_region_province_023100000,TRUE
cfg_province_city_023122000,023122000,QUEZON ,cfg_region_province_023100000,TRUE
cfg_province_city_023123000,023123000,QUIRINO ,cfg_region_province_023100000,TRUE
cfg_province_city_023124000,023124000,RAMON ,cfg_region_province_023100000,TRUE
cfg_province_city_023125000,023125000,REINA MERCEDES ,cfg_region_province_023100000,TRUE
cfg_province_city_023126000,023126000,ROXAS ,cfg_region_province_023100000,TRUE
cfg_province_city_023127000,023127000,SAN AGUSTIN ,cfg_region_province_023100000,TRUE
cfg_province_city_023128000,023128000,SAN GUILLERMO ,cfg_region_province_023100000,TRUE
cfg_province_city_023129000,023129000,SAN ISIDRO ,cfg_region_province_023100000,TRUE
cfg_province_city_023130000,023130000,SAN MANUEL ,cfg_region_province_023100000,TRUE
cfg_province_city_023131000,023131000,SAN MARIANO ,cfg_region_province_023100000,TRUE
cfg_province_city_023132000,023132000,SAN MATEO ,cfg_region_province_023100000,TRUE
cfg_province_city_023133000,023133000,SAN PABLO ,cfg_region_province_023100000,TRUE
cfg_province_city_023134000,023134000,SANTA MARIA ,cfg_region_province_023100000,TRUE
cfg_province_city_023135000,023135000,CITY OF SANTIAGO ,cfg_region_province_023100000,TRUE
cfg_province_city_023136000,023136000,SANTO TOMAS ,cfg_region_province_023100000,TRUE
cfg_province_city_023137000,023137000,TUMAUINI ,cfg_region_province_023100000,TRUE
cfg_province_city_025001000,025001000,AMBAGUIO ,cfg_region_province_025000000,TRUE
cfg_province_city_025002000,025002000,ARITAO ,cfg_region_province_025000000,TRUE
cfg_province_city_025003000,025003000,BAGABAG,cfg_region_province_025000000,TRUE
cfg_province_city_025004000,025004000,BAMBANG ,cfg_region_province_025000000,TRUE
cfg_province_city_025005000,025005000,BAYOMBONG (Capital) ,cfg_region_province_025000000,TRUE
cfg_province_city_025006000,025006000,DIADI ,cfg_region_province_025000000,TRUE
cfg_province_city_025007000,025007000,DUPAX DEL NORTE ,cfg_region_province_025000000,TRUE
cfg_province_city_025008000,025008000,DUPAX DEL SUR ,cfg_region_province_025000000,TRUE
cfg_province_city_025009000,025009000,KASIBU ,cfg_region_province_025000000,TRUE
cfg_province_city_025010000,025010000,KAYAPA ,cfg_region_province_025000000,TRUE
cfg_province_city_025011000,025011000, QUEZON ,cfg_region_province_025000000,TRUE
cfg_province_city_025012000,025012000,SANTA FE ,cfg_region_province_025000000,TRUE
cfg_province_city_025013000,025013000,SOLANO ,cfg_region_province_025000000,TRUE
cfg_province_city_025014000,025014000,VILLAVERDE ,cfg_region_province_025000000,TRUE
cfg_province_city_025015000,025015000,ALFONSO CASTANEDA ,cfg_region_province_025000000,TRUE
cfg_province_city_025701000,025701000,AGLIPAY ,cfg_region_province_025700000,TRUE
cfg_province_city_025702000,025702000,CABARROGUIS (Capital) ,cfg_region_province_025700000,TRUE
cfg_province_city_025703000,025703000,DIFFUN ,cfg_region_province_025700000,TRUE
cfg_province_city_025704000,025704000,MADDELA ,cfg_region_province_025700000,TRUE
cfg_province_city_025705000,025705000,SAGUDAY ,cfg_region_province_025700000,TRUE
cfg_province_city_025706000,025706000,NAGTIPUNAN ,cfg_region_province_025700000,TRUE
cfg_province_city_037701000,037701000,BALER (Capital) ,cfg_region_province_037700000,TRUE
cfg_province_city_037702000,037702000,CASIGURAN ,cfg_region_province_037700000,TRUE
cfg_province_city_037703000,037703000,DILASAG ,cfg_region_province_037700000,TRUE
cfg_province_city_037704000,037704000,DINALUNGAN ,cfg_region_province_037700000,TRUE
cfg_province_city_037705000,037705000,DINGALAN ,cfg_region_province_037700000,TRUE
cfg_province_city_037706000,037706000,DIPACULAO ,cfg_region_province_037700000,TRUE
cfg_province_city_037707000,037707000,MARIA AURORA ,cfg_region_province_037700000,TRUE
cfg_province_city_037708000,037708000,SAN LUIS ,cfg_region_province_037700000,TRUE
cfg_province_city_030801000,030801000,ABUCAY ,cfg_region_province_030800000,TRUE
cfg_province_city_030802000,030802000,BAGAC ,cfg_region_province_030800000,TRUE
cfg_province_city_030803000,030803000,CITY OF BALANGA (Capital) ,cfg_region_province_030800000,TRUE
cfg_province_city_030804000,030804000,DINALUPIHAN ,cfg_region_province_030800000,TRUE
cfg_province_city_030805000,030805000,HERMOSA,cfg_region_province_030800000,TRUE
cfg_province_city_030806000,030806000,LIMAY ,cfg_region_province_030800000,TRUE
cfg_province_city_030807000,030807000,MARIVELES,cfg_region_province_030800000,TRUE
cfg_province_city_030808000,030808000,MORONG ,cfg_region_province_030800000,TRUE
cfg_province_city_030809000,030809000,ORANI ,cfg_region_province_030800000,TRUE
cfg_province_city_030810000,030810000,ORION ,cfg_region_province_030800000,TRUE
cfg_province_city_030811000,030811000,PILAR ,cfg_region_province_030800000,TRUE
cfg_province_city_030812000,030812000,SAMAL ,cfg_region_province_030800000,TRUE
cfg_province_city_031401000,031401000,ANGAT ,cfg_region_province_031400000,TRUE
cfg_province_city_031402000,031402000,BALAGTAS (BIGAA) ,cfg_region_province_031400000,TRUE
cfg_province_city_031403000,031403000,BALIUAG ,cfg_region_province_031400000,TRUE
cfg_province_city_031404000,031404000,BOCAUE ,cfg_region_province_031400000,TRUE
cfg_province_city_031405000,031405000,BULACAN ,cfg_region_province_031400000,TRUE
cfg_province_city_031406000,031406000,BUSTOS ,cfg_region_province_031400000,TRUE
cfg_province_city_031407000,031407000,CALUMPIT ,cfg_region_province_031400000,TRUE
cfg_province_city_031408000,031408000,GUIGUINTO ,cfg_region_province_031400000,TRUE
cfg_province_city_031409000,031409000,HAGONOY,cfg_region_province_031400000,TRUE
cfg_province_city_031410000,031410000,CITY OF MALOLOS (Capital) ,cfg_region_province_031400000,TRUE
cfg_province_city_031411000,031411000,MARILAO ,cfg_region_province_031400000,TRUE
cfg_province_city_031412000,031412000,CITY OF MEYCAUAYAN ,cfg_region_province_031400000,TRUE
cfg_province_city_031413000,031413000,NORZAGARAY ,cfg_region_province_031400000,TRUE
cfg_province_city_031414000,031414000,OBANDO ,cfg_region_province_031400000,TRUE
cfg_province_city_031415000,031415000,PANDI ,cfg_region_province_031400000,TRUE
cfg_province_city_031416000,031416000,PAOMBONG ,cfg_region_province_031400000,TRUE
cfg_province_city_031417000,031417000,PLARIDEL ,cfg_region_province_031400000,TRUE
cfg_province_city_031418000,031418000,PULILAN ,cfg_region_province_031400000,TRUE
cfg_province_city_031419000,031419000,SAN ILDEFONSO ,cfg_region_province_031400000,TRUE
cfg_province_city_031420000,031420000,CITY OF SAN JOSE DEL MONTE ,cfg_region_province_031400000,TRUE
cfg_province_city_031421000,031421000,SAN MIGUEL ,cfg_region_province_031400000,TRUE
cfg_province_city_031422000,031422000,SAN RAFAEL ,cfg_region_province_031400000,TRUE
cfg_province_city_031423000,031423000,SANTA MARIA ,cfg_region_province_031400000,TRUE
cfg_province_city_031424000,031424000,DONA REMEDIOS TRINIDAD,cfg_region_province_031400000,TRUE
cfg_province_city_034901000,034901000,ALIAGA ,cfg_region_province_034900000,TRUE
cfg_province_city_034902000,034902000,BONGABON ,cfg_region_province_034900000,TRUE
cfg_province_city_034903000,034903000,CABANATUAN CITY,cfg_region_province_034900000,TRUE
cfg_province_city_034904000,034904000,CABIAO ,cfg_region_province_034900000,TRUE
cfg_province_city_034905000,034905000,CARRANGLAN ,cfg_region_province_034900000,TRUE
cfg_province_city_034906000,034906000,CUYAPO ,cfg_region_province_034900000,TRUE
cfg_province_city_034907000,034907000,GABALDON (BITULOK & SABANI) ,cfg_region_province_034900000,TRUE
cfg_province_city_034908000,034908000,CITY OF GAPAN ,cfg_region_province_034900000,TRUE
cfg_province_city_034909000,034909000,GENERAL MAMERTO NATIVIDAD ,cfg_region_province_034900000,TRUE
cfg_province_city_034910000,034910000,GENERAL TINIO (PAPAYA) ,cfg_region_province_034900000,TRUE
cfg_province_city_034911000,034911000,GUIMBA ,cfg_region_province_034900000,TRUE
cfg_province_city_034912000,034912000,JAEN ,cfg_region_province_034900000,TRUE
cfg_province_city_034913000,034913000,LAUR ,cfg_region_province_034900000,TRUE
cfg_province_city_034914000,034914000,LICAB ,cfg_region_province_034900000,TRUE
cfg_province_city_034915000,034915000,LLANERA ,cfg_region_province_034900000,TRUE
cfg_province_city_034916000,034916000,LUPAO ,cfg_region_province_034900000,TRUE
cfg_province_city_034917000,034917000,SCIENCE CITY OF MU�OZ ,cfg_region_province_034900000,TRUE
cfg_province_city_034918000,034918000,NAMPICUAN ,cfg_region_province_034900000,TRUE
cfg_province_city_034919000,034919000,PALAYAN CITY (Capital) ,cfg_region_province_034900000,TRUE
cfg_province_city_034920000,034920000,PANTABANGAN ,cfg_region_province_034900000,TRUE
cfg_province_city_034921000,034921000,PENARANDA,cfg_region_province_034900000,TRUE
cfg_province_city_034922000,034922000,QUEZON ,cfg_region_province_034900000,TRUE
cfg_province_city_034923000,034923000,RIZAL ,cfg_region_province_034900000,TRUE
cfg_province_city_034924000,034924000,SAN ANTONIO ,cfg_region_province_034900000,TRUE
cfg_province_city_034925000,034925000,SAN ISIDRO ,cfg_region_province_034900000,TRUE
cfg_province_city_034926000,034926000,SAN JOSE CITY ,cfg_region_province_034900000,TRUE
cfg_province_city_034927000,034927000,SAN LEONARDO ,cfg_region_province_034900000,TRUE
cfg_province_city_034928000,034928000,SANTA ROSA ,cfg_region_province_034900000,TRUE
cfg_province_city_034929000,034929000,SANTO DOMINGO ,cfg_region_province_034900000,TRUE
cfg_province_city_034930000,034930000,TALAVERA ,cfg_region_province_034900000,TRUE
cfg_province_city_034931000,034931000,TALUGTUG ,cfg_region_province_034900000,TRUE
cfg_province_city_034932000,034932000,ZARAGOZA ,cfg_region_province_034900000,TRUE
cfg_province_city_035401000,035401000,ANGELES CITY,cfg_region_province_035400000,TRUE
cfg_province_city_035402000,035402000,APALIT ,cfg_region_province_035400000,TRUE
cfg_province_city_035403000,035403000,ARAYAT ,cfg_region_province_035400000,TRUE
cfg_province_city_035404000,035404000,BACOLOR ,cfg_region_province_035400000,TRUE
cfg_province_city_035405000,035405000,CANDABA ,cfg_region_province_035400000,TRUE
cfg_province_city_035406000,035406000,FLORIDABLANCA,cfg_region_province_035400000,TRUE
cfg_province_city_035407000,035407000,GUAGUA ,cfg_region_province_035400000,TRUE
cfg_province_city_035408000,035408000,LUBAO,cfg_region_province_035400000,TRUE
cfg_province_city_035409000,035409000,MABALACAT CITY,cfg_region_province_035400000,TRUE
cfg_province_city_035410000,035410000,MACABEBE ,cfg_region_province_035400000,TRUE
cfg_province_city_035411000,035411000,MAGALANG ,cfg_region_province_035400000,TRUE
cfg_province_city_035412000,035412000,MASANTOL ,cfg_region_province_035400000,TRUE
cfg_province_city_035413000,035413000,MEXICO ,cfg_region_province_035400000,TRUE
cfg_province_city_035414000,035414000,MINALIN ,cfg_region_province_035400000,TRUE
cfg_province_city_035415000,035415000,PORAC ,cfg_region_province_035400000,TRUE
cfg_province_city_035416000,035416000,CITY OF SAN FERNANDO (Capital),cfg_region_province_035400000,TRUE
cfg_province_city_035417000,035417000,SAN LUIS,cfg_region_province_035400000,TRUE
cfg_province_city_035418000,035418000,SAN SIMON ,cfg_region_province_035400000,TRUE
cfg_province_city_035419000,035419000,SANTA ANA ,cfg_region_province_035400000,TRUE
cfg_province_city_035420000,035420000,SANTA RITA ,cfg_region_province_035400000,TRUE
cfg_province_city_035421000,035421000,SANTO TOMAS,cfg_region_province_035400000,TRUE
cfg_province_city_035422000,035422000,SASMUAN (Sexmoan),cfg_region_province_035400000,TRUE
cfg_province_city_036901000,036901000,ANAO ,cfg_region_province_036900000,TRUE
cfg_province_city_036902000,036902000,BAMBAN ,cfg_region_province_036900000,TRUE
cfg_province_city_036903000,036903000,CAMILING,cfg_region_province_036900000,TRUE
cfg_province_city_036904000,036904000,CAPAS ,cfg_region_province_036900000,TRUE
cfg_province_city_036905000,036905000,CONCEPCION,cfg_region_province_036900000,TRUE
cfg_province_city_036906000,036906000,GERONA ,cfg_region_province_036900000,TRUE
cfg_province_city_036907000,036907000,LA PAZ ,cfg_region_province_036900000,TRUE
cfg_province_city_036908000,036908000,MAYANTOC ,cfg_region_province_036900000,TRUE
cfg_province_city_036909000,036909000,MONCADA ,cfg_region_province_036900000,TRUE
cfg_province_city_036910000,036910000,PANIQUI ,cfg_region_province_036900000,TRUE
cfg_province_city_036911000,036911000,PURA ,cfg_region_province_036900000,TRUE
cfg_province_city_036912000,036912000,RAMOS ,cfg_region_province_036900000,TRUE
cfg_province_city_036913000,036913000,SAN CLEMENTE,cfg_region_province_036900000,TRUE
cfg_province_city_036914000,036914000,SAN MANUEL,cfg_region_province_036900000,TRUE
cfg_province_city_036915000,036915000,SANTA IGNACIA,cfg_region_province_036900000,TRUE
cfg_province_city_036916000,036916000,CITY OF TARLAC (Capital),cfg_region_province_036900000,TRUE
